day,type,month,duration_min,intensity_pct,block_count,block1,block2,block3,block4
571,afterburner,29,42,80,3,"5x15s/45s @max_effort w:r=0.33","1x240s @0.87-0.97","6x60s/60s @0.92-1.07 [pace:increasing] w:r=1",""
572,interval,29,42,85,1,"20x160s/53s @0.8-1.1 w:r=3.02","","",""
573,polarized,29,60,70,1,"1x2700s [continuous_with_bursts] [burst:every_7_minutes/7s]","","",""
574,afterburner,29,42,80,3,"4x30s/90s @max_effort w:r=0.33","1x540s @0.88-0.98","3x180s/90s @0.93-1.08 [pace:increasing] w:r=2",""
575,interval,29,42,85,1,"20x170s/57s @0.8-1.1 w:r=2.98","","",""
576,afterburner,29,42,80,3,"5x15s/45s @max_effort w:r=0.33","1x300s @0.89-0.99","3x120s/120s @0.94-1.09 [pace:increasing] w:r=1",""
577,endurance,29,60,70,1,"1x3600s @0.7-0.7","","",""
578,interval,29,42,85,1,"20x180s/60s @0.8-1.1 w:r=3","","",""
579,afterburner,29,42,80,3,"4x30s/90s @max_effort w:r=0.33","1x480s @0.9-1","8x40s/20s @0.95-1.1 [pace:increasing] w:r=2",""
580,polarized,29,60,70,1,"1x2160s [continuous_with_bursts] [burst:every_7_minutes/7s]","","",""
581,time_trial,30,10,0,1,"1x600s @max_effort","","",""
582,afterburner,30,42,80,3,"6x15s/45s @max_effort w:r=0.33","1x360s @0.91-1.01","4x90s/90s @0.96-1.11 [pace:increasing] w:r=1",""
583,endurance,30,60,70,1,"1x3600s @0.7-0.7","","",""
584,interval,30,42,85,1,"20x190s/63s @0.8-1.1 w:r=3.02","","",""
585,afterburner,30,42,80,3,"4x30s/90s @max_effort w:r=0.33","1x420s @0.92-1.02","6x60s/30s @0.97-1.12 [pace:increasing] w:r=2",""
586,afterburner,30,42,80,3,"6x15s/45s @max_effort w:r=0.33","1x240s @0.93-1.03","8x30s/30s @0.98-1.13 [pace:increasing] w:r=1",""
587,polarized,30,60,70,1,"1x2880s [continuous_with_bursts] [burst:every_7_minutes/7s]","","",""
588,interval,30,42,85,1,"20x200s/67s @0.8-1.1 w:r=2.99","","",""
589,afterburner,30,42,80,3,"4x30s/90s @max_effort w:r=0.33","1x540s @0.94-1.04","4x120s/60s @0.99-1.14 [pace:increasing] w:r=2",""
590,endurance,30,60,70,1,"1x3600s @0.7-0.7","","",""
591,afterburner,30,42,80,3,"6x15s/45s @max_effort w:r=0.33","1x300s @0.95-1.05","6x60s/60s @1-1.15 [pace:increasing] w:r=1",""
592,interval,30,42,85,1,"20x210s/70s @0.8-1.1 w:r=3","","",""
593,polarized,30,60,70,1,"1x1980s [continuous_with_bursts] [burst:every_7_minutes/7s]","","",""
594,afterburner,30,42,80,3,"4x30s/90s @max_effort w:r=0.33","1x480s @0.96-1.06","3x180s/90s @1.01-1.16 [pace:increasing] w:r=2",""
595,interval,30,42,85,1,"20x220s/73s @0.8-1.1 w:r=3.01","","",""
596,afterburner,30,42,80,3,"6x15s/45s @max_effort w:r=0.33","1x360s @0.97-1.07","3x120s/120s @1.02-1.17 [pace:increasing] w:r=1",""
597,endurance,30,60,70,1,"1x3600s @0.7-0.7","","",""
598,interval,30,42,85,1,"20x230s/77s @0.8-1.1 w:r=2.99","","",""
599,afterburner,30,42,80,3,"4x30s/90s @max_effort w:r=0.33","1x420s @0.98-1.08","8x40s/20s @1.03-1.18 [pace:increasing] w:r=2",""
600,polarized,30,60,70,1,"1x3060s [continuous_with_bursts] [burst:every_7_minutes/7s]","","",""
601,time_trial,31,10,0,1,"1x600s @max_effort","","",""
602,atomic,,,,2,"5x8s/52s @max_effort w:r=0.15","4x120s/60s @0.75-1 [continuous] [pace:increasing] w:r=2","",""
603,polarized,31,60,70,1,"1x2160s [continuous_with_bursts] [burst:every_7_minutes/7s]","","",""
604,interval,31,36,95,1,"6x120s/60s @0.8-1.1 w:r=2","","",""
605,atomic,,,,2,"6x8s/52s @max_effort w:r=0.15","2x180s/120s @0.75-1 [continuous] [pace:increasing] w:r=1.5","",""
606,atomic,,,,2,"7x8s/52s @max_effort w:r=0.15","3x180s/60s @0.75-1 [continuous] [pace:increasing] w:r=3","",""
607,flux_stages,31,42,70,1,"1x1620s [progressive_flux_intensity] [flux:90s@0.75]","","",""
608,endurance,31,55,70,1,"1x3300s @0.7-0.7","","",""
609,atomic,,,,2,"8x8s/52s @max_effort w:r=0.15","6x90s/30s @0.75-1 [continuous] [pace:increasing] w:r=3","",""
610,interval,31,36,95,1,"4x180s/120s @0.8-1.1 w:r=1.5","","",""
611,flux_stages,31,42,70,1,"1x1800s [progressive_flux_intensity] [flux:90s@0.75]","","",""
612,atomic,,,,2,"5x8s/52s @max_effort w:r=0.15","12x45s/15s @0.75-1 [continuous] [pace:increasing] w:r=3","",""
613,polarized,31,60,70,1,"1x2520s [continuous_with_bursts] [burst:every_5_minutes/7s]","","",""
614,interval,31,36,95,1,"6x60s/120s @0.8-1.1 w:r=0.5","","",""
615,atomic,,,,2,"6x8s/52s @max_effort w:r=0.15","2x240s/120s @0.75-1 [continuous] [pace:increasing] w:r=2","",""
616,atomic,,,,2,"7x8s/52s @max_effort w:r=0.15","5x120s/60s @0.75-1 [continuous] [pace:increasing] w:r=2","",""
617,flux_stages,31,42,70,1,"1x1980s [progressive_flux_intensity] [flux:90s@0.75]","","",""
618,endurance,31,55,70,1,"1x3300s @0.7-0.7","","",""
619,atomic,,,,2,"8x8s/52s @max_effort w:r=0.15","3x180s/120s @0.75-1 [continuous] [pace:increasing] w:r=1.5","",""
620,interval,31,36,95,1,"5x180s/60s @0.8-1.1 w:r=3","","",""
621,time_trial,32,10,0,1,"1x600s @max_effort","","",""
622,atomic,,,,2,"5x10s/50s @max_effort w:r=0.2","4x180s/60s @0.8-1 [continuous] [pace:increasing] w:r=3","",""
623,polarized,32,60,70,1,"1x1980s [continuous_with_bursts] [burst:every_10_minutes/7s]","","",""
624,interval,32,36,95,1,"8x120s/60s @0.8-1.1 w:r=2","","",""
625,atomic,,,,2,"6x10s/50s @max_effort w:r=0.2","8x90s/30s @0.8-1 [continuous] [pace:increasing] w:r=3","",""
626,atomic,,,,2,"7x10s/50s @max_effort w:r=0.2","15x45s/15s @0.8-1 [continuous] [pace:increasing] w:r=3","",""
627,flux_stages,32,42,70,1,"1x1980s [progressive_flux_intensity] [flux:105s@0.75]","","",""
628,endurance,32,58,70,1,"1x3480s @0.7-0.7","","",""
629,atomic,,,,2,"8x10s/50s @max_effort w:r=0.2","3x240s/120s @0.8-1 [continuous] [pace:increasing] w:r=2","",""
630,interval,32,36,95,1,"5x180s/120s @0.8-1.1 w:r=1.5","","",""
631,flux_stages,32,42,70,1,"1x2160s [progressive_flux_intensity] [flux:105s@0.75]","","",""
632,atomic,,,,2,"5x10s/50s @max_effort w:r=0.2","4x120s/60s @0.8-1 [continuous] [pace:increasing] w:r=2","",""
633,polarized,32,60,70,1,"1x2700s [continuous_with_bursts] [burst:every_5_minutes/7s]","","",""
634,interval,32,36,95,1,"8x60s/120s @0.8-1.1 w:r=0.5","","",""
635,atomic,,,,2,"6x10s/50s @max_effort w:r=0.2","2x180s/120s @0.8-1 [continuous] [pace:increasing] w:r=1.5","",""
636,atomic,,,,2,"7x10s/50s @max_effort w:r=0.2","3x180s/60s @0.8-1 [continuous] [pace:increasing] w:r=3","",""
637,flux_stages,32,42,70,1,"1x2340s [progressive_flux_intensity] [flux:105s@0.75]","","",""
638,endurance,32,58,70,1,"1x3480s @0.7-0.7","","",""
639,atomic,,,,2,"8x10s/50s @max_effort w:r=0.2","6x90s/30s @0.8-1 [continuous] [pace:increasing] w:r=3","",""
640,interval,32,36,95,1,"6x120s/60s @0.8-1.1 w:r=2","","",""
641,time_trial,33,10,0,1,"1x600s @max_effort","","",""
642,atomic,,,,2,"5x12s/48s @max_effort w:r=0.25","12x45s/15s @0.85-1 [continuous] [pace:increasing] w:r=3","",""
643,polarized,33,60,70,1,"1x1800s [continuous_with_bursts] [burst:every_5_minutes/7s]","","",""
644,interval,33,36,95,1,"10x120s/60s @0.8-1.1 w:r=2","","",""
645,atomic,,,,2,"6x12s/48s @max_effort w:r=0.25","2x240s/120s @0.85-1 [continuous] [pace:increasing] w:r=2","",""
646,atomic,,,,2,"7x12s/48s @max_effort w:r=0.25","5x120s/60s @0.85-1 [continuous] [pace:increasing] w:r=2","",""
647,flux_stages,33,42,70,1,"1x2340s [progressive_flux_intensity] [flux:120s@0.75]","","",""
648,endurance,33,60,70,1,"1x3600s @0.7-0.7","","",""
649,atomic,,,,2,"8x12s/48s @max_effort w:r=0.25","3x180s/120s @0.85-1 [continuous] [pace:increasing] w:r=1.5","",""
650,interval,33,36,95,1,"6x180s/120s @0.8-1.1 w:r=1.5","","",""
651,flux_stages,33,42,70,1,"1x2520s [progressive_flux_intensity] [flux:120s@0.75]","","",""
652,atomic,,,,2,"5x12s/48s @max_effort w:r=0.25","4x180s/60s @0.85-1 [continuous] [pace:increasing] w:r=3","",""
653,polarized,33,60,70,1,"1x2880s [continuous_with_bursts] [burst:every_10_minutes/7s]","","",""
654,interval,33,36,95,1,"10x60s/120s @0.8-1.1 w:r=0.5","","",""
655,atomic,,,,2,"6x12s/48s @max_effort w:r=0.25","8x90s/30s @0.85-1 [continuous] [pace:increasing] w:r=3","",""
656,atomic,,,,2,"7x12s/48s @max_effort w:r=0.25","15x45s/15s @0.85-1 [continuous] [pace:increasing] w:r=3","",""
657,flux_stages,33,42,70,1,"1x2700s [progressive_flux_intensity] [flux:120s@0.75]","","",""
658,endurance,33,60,70,1,"1x3600s @0.7-0.7","","",""
659,atomic,,,,2,"8x12s/48s @max_effort w:r=0.25","3x240s/120s @0.85-1 [continuous] [pace:increasing] w:r=2","",""
660,interval,33,36,95,1,"8x180s/60s @0.8-1.1 w:r=3","","",""
661,time_trial,34,10,0,1,"1x600s @max_effort","","",""
662,synthesis,34,42,80,4,"6x10s/50s @max_effort w:r=0.2","1x240s @0.75-0.9","4x10s/50s @max_effort w:r=0.2","1x360s @0.75-0.9"
663,polarized,34,56,70,1,"1x2340s [continuous_with_bursts] [burst:every_7_minutes/7s]","","",""
664,flux_stages,34,30,70,1,"1x1440s [progressive_flux_intensity] [flux:60s@0.75]","","",""
665,synthesis,34,43,80,4,"6x10s/50s @max_effort w:r=0.2","1x240s @0.76-0.91","4x10s/50s @max_effort w:r=0.2","1x480s @0.76-0.91"
666,synthesis,34,44,80,4,"6x10s/50s @max_effort w:r=0.2","1x240s @0.77-0.92","4x10s/50s @max_effort w:r=0.2","1x360s @0.77-0.92"
667,interval,34,32,85,1,"6x120s/60s @0.8-1.1 w:r=2","","",""
668,endurance,34,45,70,1,"1x2700s @0.7-0.7","","",""
669,synthesis,34,45,80,4,"6x10s/50s @max_effort w:r=0.2","1x240s @0.78-0.93","4x10s/50s @max_effort w:r=0.2","1x480s @0.78-0.93"
670,flux_stages,34,32,70,1,"1x1620s [progressive_flux_intensity] [flux:75s@0.75]","","",""
671,interval,34,34,85,1,"8x60s/120s @0.8-1.1 w:r=0.5","","",""
672,synthesis,34,46,80,4,"6x10s/50s @max_effort w:r=0.2","1x240s @0.79-0.94","4x10s/50s @max_effort w:r=0.2","1x360s @0.79-0.94"
673,polarized,34,58,70,1,"1x2700s [continuous_with_bursts] [burst:every_7_minutes/7s]","","",""
674,flux_stages,34,34,70,1,"1x1800s [progressive_flux_intensity] [flux:90s@0.75]","","",""
675,synthesis,34,47,80,4,"6x10s/50s @max_effort w:r=0.2","1x240s @0.8-0.95","4x10s/50s @max_effort w:r=0.2","1x480s @0.8-0.95"
676,synthesis,34,48,80,4,"6x10s/50s @max_effort w:r=0.2","1x240s @0.81-0.96","4x10s/50s @max_effort w:r=0.2","1x360s @0.81-0.96"
677,interval,34,36,85,1,"4x180s/60s @0.8-1.1 w:r=3","","",""
678,endurance,34,50,70,1,"1x3000s @0.7-0.7","","",""
679,synthesis,34,48,80,4,"6x10s/50s @max_effort w:r=0.2","1x240s @0.82-0.97","4x10s/50s @max_effort w:r=0.2","1x480s @0.82-0.97"
680,flux_stages,34,36,70,1,"1x1980s [progressive_flux_intensity] [flux:105s@0.75]","","",""
681,time_trial,35,10,0,1,"1x600s @max_effort","","",""
682,synthesis,35,48,80,4,"6x12s/48s @max_effort w:r=0.25","1x360s @0.83-0.98","4x12s/48s @max_effort w:r=0.25","1x480s @0.83-0.98"
683,polarized,35,60,70,1,"1x2160s [continuous_with_bursts] [burst:every_5_minutes/7s]","","",""
684,flux_stages,35,38,70,1,"1x1800s [progressive_flux_intensity] [flux:120s@0.75]","","",""
685,synthesis,35,48,80,4,"6x12s/48s @max_effort w:r=0.25","1x360s @0.84-0.99","4x12s/48s @max_effort w:r=0.25","1x480s @0.84-0.99"
686,synthesis,35,48,80,4,"6x12s/48s @max_effort w:r=0.25","1x360s @0.85-1","4x12s/48s @max_effort w:r=0.25","1x480s @0.85-1"
687,interval,35,38,85,1,"7x120s/60s @0.8-1.1 w:r=2","","",""
688,endurance,35,50,70,1,"1x3000s @0.7-0.7","","",""
689,synthesis,35,48,80,4,"6x12s/48s @max_effort w:r=0.25","1x360s @0.86-1.01","4x12s/48s @max_effort w:r=0.25","1x480s @0.86-1.01"
690,flux_stages,35,40,70,1,"1x1980s [progressive_flux_intensity] [flux:120s@0.75]","","",""
691,interval,35,40,85,1,"7x60s/120s @0.8-1.1 w:r=0.5","","",""
692,synthesis,35,48,80,4,"6x12s/48s @max_effort w:r=0.25","1x360s @0.87-1.02","4x12s/48s @max_effort w:r=0.25","1x480s @0.87-1.02"
693,polarized,35,60,70,1,"1x2880s [continuous_with_bursts] [burst:every_10_minutes/7s]","","",""
694,flux_stages,35,42,70,1,"1x2160s [progressive_flux_intensity] [flux:120s@0.75]","","",""
695,synthesis,35,48,80,4,"6x12s/48s @max_effort w:r=0.25","1x360s @0.88-1.03","4x12s/48s @max_effort w:r=0.25","1x480s @0.88-1.03"
696,synthesis,35,48,80,4,"6x12s/48s @max_effort w:r=0.25","1x360s @0.89-1.04","4x12s/48s @max_effort w:r=0.25","1x480s @0.89-1.04"
697,interval,35,42,85,1,"5x180s/60s @0.8-1.1 w:r=3","","",""
698,endurance,35,55,70,1,"1x3300s @0.7-0.7","","",""
699,synthesis,35,48,80,4,"6x12s/48s @max_effort w:r=0.25","1x360s @0.9-1.05","4x12s/48s @max_effort w:r=0.25","1x480s @0.9-1.05"
700,flux_stages,35,42,70,1,"1x2340s [progressive_flux_intensity] [flux:120s@0.75]","","",""
701,time_trial,36,10,0,1,"1x600s @max_effort","","",""
702,synthesis,36,48,80,4,"4x15s/45s @max_effort w:r=0.33","1x480s @0.91-1.06","4x15s/45s @max_effort w:r=0.33","1x480s @0.91-1.06"
703,polarized,36,60,70,1,"1x1980s [continuous_with_bursts] [burst:every_5_minutes/7s]","","",""
704,flux_stages,36,42,70,1,"1x2160s [progressive_flux_intensity] [flux:120s@0.75]","","",""
705,synthesis,36,48,80,4,"4x15s/45s @max_effort w:r=0.33","1x480s @0.92-1.07","4x15s/45s @max_effort w:r=0.33","1x480s @0.92-1.07"
706,synthesis,36,48,80,4,"4x15s/45s @max_effort w:r=0.33","1x480s @0.93-1.08","4x15s/45s @max_effort w:r=0.33","1x480s @0.93-1.08"
707,interval,36,42,85,1,"8x120s/60s @0.8-1.1 w:r=2","","",""
708,endurance,36,55,70,1,"1x3300s @0.7-0.7","","",""
709,synthesis,36,48,80,4,"4x15s/45s @max_effort w:r=0.33","1x480s @0.94-1.09","4x15s/45s @max_effort w:r=0.33","1x480s @0.94-1.09"
710,flux_stages,36,42,70,1,"1x2340s [progressive_flux_intensity] [flux:120s@0.75]","","",""
711,interval,36,42,85,1,"6x60s/120s @0.8-1.1 w:r=0.5","","",""
712,synthesis,36,48,80,4,"4x15s/45s @max_effort w:r=0.33","1x480s @0.95-1.1","4x15s/45s @max_effort w:r=0.33","1x480s @0.95-1.1"
713,polarized,36,60,70,1,"1x3060s [continuous_with_bursts] [burst:every_10_minutes/7s]","","",""
714,flux_stages,36,42,70,1,"1x2520s [progressive_flux_intensity] [flux:120s@0.75]","","",""
715,synthesis,36,48,80,4,"4x15s/45s @max_effort w:r=0.33","1x480s @0.96-1.11","4x15s/45s @max_effort w:r=0.33","1x480s @0.96-1.11"
716,synthesis,36,48,80,4,"4x15s/45s @max_effort w:r=0.33","1x480s @0.97-1.12","4x15s/45s @max_effort w:r=0.33","1x480s @0.97-1.12"
717,interval,36,42,85,1,"6x180s/60s @0.8-1.1 w:r=3","","",""
718,endurance,36,60,70,1,"1x3600s @0.7-0.7","","",""
719,synthesis,36,48,80,4,"6x15s/45s @max_effort w:r=0.33","1x480s @0.98-1.13","4x15s/45s @max_effort w:r=0.33","1x480s @0.98-1.13"
720,flux_stages,36,42,70,1,"1x2700s [progressive_flux_intensity] [flux:120s@0.75]","","",""
